Date,Consumption,Price
2016-09-16,8.594940965,605.777795
2016-09-17,8.685664087,607.120546
2016-09-18,8.564697579,605.634987
2016-09-19,8.333931676,609.609072
2016-09-20,8.223337143,608.642833
2016-09-21,8.302330222,602.405326
2016-09-22,8.199637812,596.166585
2016-09-23,8.175938481,595.315346
2016-09-24,8.199637812,601.882223
2016-09-25,8.575928022,600.675237
2016-09-26,8.816298909,600.124525
2016-09-27,9.032618634,607.114642
2016-09-28,8.970126425,605.264903
2016-09-29,9.06292535,604.064144
2016-09-30,9.186790945,604.852702
2016-10-01,9.200237923,608.679516
2016-10-02,8.86827841,613.545215
2016-10-03,8.851404599,609.116131
2016-10-04,8.775458375,612.747211
2016-10-05,8.935780691,610.358596
2016-10-06,9.0876661,612.292832
2016-10-07,9.096103006,611.244222
2016-10-08,9.255440195,617.36306
2016-10-09,9.512558234,618.542395
2016-10-10,9.359751027,614.246487
2016-10-11,9.283523339,617.844652
2016-10-12,9.176566738,641.238177
2016-10-13,8.975551658,635.678641
2016-10-14,8.998765463,635.106101
2016-10-15,8.798770692,638.227787
2016-10-16,8.527480904,638.122737
2016-10-17,8.536522958,641.157389
2016-10-18,8.681209907,637.08189
2016-10-19,8.509389758,635.395401
2016-10-20,8.563649123,629.222848
2016-10-21,8.816847765,628.376298
2016-10-22,8.874139913,630.152961
2016-10-23,8.976037185,653.105424
2016-10-24,9.114278591,650.888734
2016-10-25,8.945744542,648.583114
2016-10-26,9.039634143,652.639693
2016-10-27,9.265038142,675.031143
2016-10-28,9.130448741,686.394579
2016-10-29,9.110893978,689.461752
2016-10-30,9.32380798,714.206034
2016-10-31,9.359293647,698.587737
2016-11-01,9.40365249,697.472765
2016-11-02,9.359293647,730.389491
2016-11-03,9.297195489,741.903728
2016-11-04,8.977824486,688.842823
2016-11-05,8.962041351,704.955671
2016-11-06,8.834333762,706.654898
2016-11-07,8.830583244,713.720512
2016-11-08,9.058288218,705.682219
2016-11-09,9.187635339,710.571601
2016-11-10,9.308855166,721.325798
2016-11-11,9.731523727,714.19093
2016-11-12,9.921751671,716.253702
2016-11-13,9.823780832,703.737455
2016-11-14,10.05534187,703.765635
2016-11-15,9.939561353,706.927639
2016-11-16,10.15331975,712.273734
2016-11-17,10.07315859,743.427139
2016-11-18,10.03654003,737.230159
2016-11-19,9.939976513,750.137376
2016-11-20,9.93698595,750.766643
2016-11-21,9.775235201,728.850972
2016-11-22,9.706698537,737.258827
2016-11-23,9.632701458,748.622655
2016-11-24,9.81344404,742.0043
2016-11-25,9.896609833,737.330823
2016-11-26,10.00504412,739.440163
2016-11-27,10.16275585,731.135716
2016-11-28,10.40918527,727.20269
2016-11-29,10.5570387,730.736571
2016-11-30,10.50775422,731.307204
2016-12-01,10.35004249,742.138802
2016-12-02,10.28407419,754.015
2016-12-03,10.50123128,771.513623
2016-12-04,10.56636222,765.613144
2016-12-05,10.47447102,768.208207
2016-12-06,10.51037888,751.364379
2016-12-07,10.85603165,759.141999
2016-12-08,10.9917258,765.01
2016-12-09,10.91356305,766.751686
